Cluster,Target_Gene,Drug_Name,Interaction_Score,Type,Source
EMT,GABRP,TETRAZEPAM,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,CIPEPOFOL,0.04078421762412932,['agonist'],['ChEMBL']
EMT,GABRP,LOREDIPLON,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,ETIFOXINE,0.04078421762412932,['inhibitor'],['ChEMBL']
EMT,GABRP,ADIPIPLON,0.04078421762412932,['agonist'],['ChEMBL']
EMT,GABRP,SECOBARBITAL SODIUM,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,REMIMAZOLAM BESYLATE,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,METHAQUALONE HYDROCHLORIDE,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,METHYPRYLON,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,RESEQUINIL,0.04078421762412932,['inverse agonist'],['ChEMBL']
EMT,GABRP,METHOHEXITAL SODIUM,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,PAGOCLONE,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,GABRP,IMEPITOIN,0.04078421762412932,['agonist'],['ChEMBL']
EMT,GABRP,DARIGABAT,0.04078421762412932,['agonist'],['ChEMBL']
EMT,GABRP,CHLORDIAZEPOXIDE HYDROCHLORIDE,0.04078421762412932,['positive modulator'],['ChEMBL']
EMT,CDKN2A,GEMCITABINE,0.04053089950224032,[],['CKB-CORE']
EMT,BCL2,DIETHYLSTILBESTROL,0.03858373877227312,[],['NCI']
EMT,GABRP,THIOPENTAL SODIUM,0.03838514599918054,['positive modulator'],['ChEMBL']
EMT,GABRP,THIAMYLAL SODIUM,0.03838514599918054,['positive modulator'],['ChEMBL']
EMT,GABRP,GLUTETHIMIDE,0.03838514599918054,['positive modulator'],['ChEMBL']
EMT,BCL2,MILATAXEL,0.0374489229260298,[],['TdgClinicalTrial']
EMT,BCL2,ANG1005,0.0374489229260298,[],['TdgClinicalTrial']
EMT,BCL2,PENTOXIFYLLINE,0.0363789536995718,[],['NCI']
EMT,GABRP,MEPROBAMATE,0.03625263788811495,['agonist'],['ChEMBL']
EMT,GABRP,ESZOPICLONE,0.03625263788811495,['positive modulator'],['ChEMBL']
EMT,GABRP,GANAXOLONE,0.03625263788811495,['positive modulator'],['ChEMBL']
EMT,BCL2,EPIRUBICIN,0.03536842720791702,[],['NCI']
EMT,GABRP,EVT 201,0.03434460431505627,[],['TdgClinicalTrial']
EMT,GABRP,PADSEVONIL,0.03434460431505627,['agonist'],['ChEMBL']
EMT,GABRP,REMIMAZOLAM,0.03434460431505627,[],['TdgClinicalTrial']
EMT,GABRP,ADIPIPLON,0.03434460431505627,[],['TdgClinicalTrial']
EMT,CDKN2A,PACLITAXEL,0.03389857049278282,[],['CKB-CORE']
EMT,BCL2,POLATUZUMAB VEDOTIN,0.03350693103907929,[],['PharmGKB']
EMT,BCL2,ETOPOSIDE,0.03292922533150895,[],['NCI']
EMT,GABRP,CHLORMETHIAZOLE,0.03262737409930345,['positive modulator'],['ChEMBL']
EMT,GABRP,PENTOBARBITAL SODIUM,0.03262737409930345,['positive modulator'],['ChEMBL']
EMT,GABRP,BUTALBITAL,0.03262737409930345,['positive modulator'],['ChEMBL']
EMT,GABRP,METHARBITAL,0.03262737409930345,['positive modulator'],['ChEMBL']
EMT,GABRP,TALBUTAL,0.03262737409930345,['positive modulator'],['ChEMBL']
EMT,GABRP,BREXANOLONE,0.03107368961838424,['positive modulator'],['ChEMBL']
EMT,GABRP,METHOXYFLURANE,0.02966124918118496,['positive modulator'],['ChEMBL']
EMT,GABRP,FLUNITRAZEPAM,0.02966124918118496,['positive modulator'],['ChEMBL']
EMT,GABRP,OCINAPLON,0.02966124918118496,[],['TdgClinicalTrial']
EMT,BCL2,MITOXANTRONE,0.02893780407920484,[],['NCI']
EMT,GABRP,GABOXADOL,0.02837162965156822,[],['TdgClinicalTrial']
EMT,BCL2,STREPTOZOCIN,0.0276796386844568,[],['NCI']
EMT,GABRP,FLUMAZENIL,0.02718947841608621,['negative modulator'],['ChEMBL']
EMT,BCL2,MASOPROCOL,0.02709071020180879,[],['NCI']
EMT,GABRP,ACAMPROSATE CALCIUM,0.02610189927944276,['positive modulator'],['ChEMBL']
EMT,GABRP,ANTIDEPRESSANT AGENT,0.02509798007638727,[],['PharmGKB']
EMT,GABRP,CENOBAMATE,0.02330526721378818,['positive modulator'],['ChEMBL']
EMT,BCL2,PACLITAXEL,0.02315024326336387,['inhibitor'],"['ClearityFoundationClinicalTrial', 'TEND', 'TTD', 'TdgClinicalTrial']"
EMT,BCL2,VALPROIC ACID,0.02233795402605286,[],['NCI']
EMT,GABRP,DESFLURANE,0.02175158273286897,['positive modulator'],['ChEMBL']
EMT,GABRP,ENFLURANE,0.02104991877374416,['positive modulator'],['ChEMBL']
EMT,GABRP,PROPOFOL,0.02104991877374416,['positive modulator'],['ChEMBL']
EMT,GABRP,ISOFLURANE,0.02104991877374416,['positive modulator'],['ChEMBL']
EMT,GABRP,PRIMIDONE,0.01864421377103054,['positive modulator'],['ChEMBL']
EMT,GABRP,HALOTHANE,0.01812631894405747,['positive modulator'],['ChEMBL']
EMT,GABRP,SEVOFLURANE,0.01763641843205592,['positive modulator'],['ChEMBL']
EMT,BCL2,CISPLATIN,0.01732331128551038,[],"['NCI', 'ClearityFoundationBiomarkers']"
EMT,CDKN2A,ILORASERTIB,0.0160725980784746,[],['CGI']
EMT,GABRP,TOPIRAMATE,0.01483062459059248,['positive modulator'],['ChEMBL']
EMT,BCL2,TRETINOIN,0.01399190526906607,[],['NCI']
EMT,BCL2,GOSSYPOL,0.01326316020296888,[],['TTD']
EMT,BCL2,DOXORUBICIN HYDROCHLORIDE,0.008603130942466305,[],['NCI']
EMT,BCL2,VINCRISTINE,0.00785965049064823,[],['PharmGKB']
EMT,BCL2,DOCETAXEL ANHYDROUS,0.007670261322198874,[],['TdgClinicalTrial']
EMT,BCL2,BORTEZOMIB,0.007489784585205959,[],['CGI']
EMT,BCL2,CARBOPLATIN,0.007402694066773332,[],['ClearityFoundationBiomarkers']
Mesenchymal,LIFR,EMFILERMIN,104.407597117771,[],['TTD']
Mesenchymal,MCAM,ABX-MA1,52.20379855888553,['inhibitor'],['ChEMBL']
Mesenchymal,ACTG2,CXCL13,52.20379855888553,['agonist'],['GuideToPharmacology']
Mesenchymal,EGFL7,DULIGOTUZUMAB,34.80253237259035,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,BGN,COMPOUND 6N [PMID: 31419141],26.10189927944276,['agonist'],['GuideToPharmacology']
Mesenchymal,PTGDS,ANTRAFENINE,26.10189927944276,['inhibitor'],['ChEMBL']
Mesenchymal,HTRA1,GALEGENIMAB,26.10189927944276,['antibody'],['GuideToPharmacology']
Mesenchymal,VCAN,EXAMPLE 15 [WO2015079413],26.10189927944276,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CTSL,GALLINAMIDE A,26.10189927944276,[],['DTC']
Mesenchymal,CFH,MENINGOCOCCAL GROUP B VACCINE,26.10189927944276,[],['TTD']
Mesenchymal,CTSK,ODANACATIB,23.20168824839357,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'TALC', 'ChEMBL']"
Mesenchymal,VIM,GANGLIOSIDE GM2,20.88151942355421,[],['NCI']
Mesenchymal,ENPP2,CHEMBL:CHEMBL1093490,17.40126618629517,[],['DTC']
Mesenchymal,ENPP2,CHEMBL:CHEMBL1092743,17.40126618629517,[],['DTC']
Mesenchymal,ENPP2,CHEMBL:CHEMBL483302,17.40126618629517,[],['DTC']
Mesenchymal,ENPP2,CHEMBL:CHEMBL1089321,17.40126618629517,[],['DTC']
Mesenchymal,FHL1,COMPOUND 15 [PMID: 24900237],17.40126618629517,['inhibitor'],['GuideToPharmacology']
Mesenchymal,THY1,HUMAN THYMOSIN-FRACTION 5,17.40126618629517,[],['NCI']
Mesenchymal,CCL2,EMAPTICAP PEGOL,17.40126618629517,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,CCL2,CARLUMAB,17.40126618629517,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,BGN,RJW100,13.05094963972138,['agonist'],['GuideToPharmacology']
Mesenchymal,CXCL12,OLAPTESED PEGOL,13.05094963972138,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,FBN1,RN486,13.05094963972138,['inhibitor'],['GuideToPharmacology']
Mesenchymal,IL13RA2,MULTI-GLIOBLASTOMA-PEPTIDE-TARGETING AUTOLOGOUS DENDRITIC CELL VACCINE ICT-107,13.05094963972138,[],['TTD']
Mesenchymal,IL13RA2,CENDAKIMAB,13.05094963972138,[],['TTD']
Mesenchymal,COL6A3,HJC 0350,13.05094963972138,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL4A1,FD6,13.05094963972138,['activator'],['GuideToPharmacology']
Mesenchymal,ADM,CHEMBL:CHEMBL2063510,13.05094963972138,[],['DTC']
Mesenchymal,CD70,MDX-1411,12.04703043666589,['modulator'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,CTSK,CHEMBL:CHEMBL1085282,11.60084412419678,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,CTSK,BALICATIB,11.60084412419678,['inhibitor'],"['TALC', 'ChEMBL']"
Mesenchymal,CTSK,CHEMBL:CHEMBL2316602,11.60084412419678,[],['DTC']
Mesenchymal,THY1,LYSOZYME,11.60084412419678,[],['NCI']
Mesenchymal,DKK1,BHQ-880,11.60084412419678,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,VIM,PRITUMUMAB,10.4407597117771,['other/unknown'],['ChEMBL']
Mesenchymal,C1S,SUTIMLIMAB,10.4407597117771,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,TNFRSF10C,TRAIL,10.4407597117771,[],['NCI']
Mesenchymal,ACKR4,CCL25,8.700633093147589,['agonist'],['GuideToPharmacology']
Mesenchymal,ACKR4,CCL21,8.700633093147589,['agonist'],['GuideToPharmacology']
Mesenchymal,ENPP2,CHEMBL:CHEMBL1630084,8.700633093147589,[],['DTC']
Mesenchymal,COL6A2,ESI-09,8.700633093147589,['inhibitor'],['GuideToPharmacology']
Mesenchymal,IL13RA2,CINTREDEKIN BESUDOTOX,8.700633093147589,['binder'],"['TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,LUM,FAS LIGAND,8.700633093147589,[],['NCI']
Mesenchymal,COL8A1,LENRISPODUN,8.700633093147589,['inhibitor'],['GuideToPharmacology']
Mesenchymal,DST,DENATONIUM,8.700633093147589,['agonist'],['GuideToPharmacology']
Mesenchymal,FN1,L19IL2,8.031353624443929,['binder'],"['CIViC', 'ChEMBL']"
Mesenchymal,CD70,ANTI-CD70 ANTIBODY-DRUG CONJUGATE MDX-1203,8.031353624443929,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,CD70,VORSETUZUMAB,8.031353624443929,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,CNN1,COMPOUND 2E [PMID: 31900320],7.457685508412219,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CNN1,A-908292,7.457685508412219,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CSF1,CSF1R INHIBITOR PLX73086,7.457685508412219,[],['TTD']
Mesenchymal,MT1E,ACETYLCYSTEINE,6.960506474518071,[],['NCI']
Mesenchymal,EDNRA,NEBENTAN,6.809191116376373,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,KCNJ8,CROMAKALIM,6.525474819860691,['activator'],['GuideToPharmacology']
Mesenchymal,CALCRL,TELCAGEPANT,6.525474819860691,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,CALCRL,ERENUMAB,6.525474819860691,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,CALCRL,OLCEGEPANT,6.525474819860691,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL13RA2,TRALOKINUMAB,6.525474819860691,[],['TTD']
Mesenchymal,COL6A3,ESI-09,6.525474819860691,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL4A1,NKY80,6.525474819860691,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ADM,ENIBARCIMAB,6.525474819860691,['modulator'],['ChEMBL']
Mesenchymal,CTSL,KGP94,6.525474819860691,[],['TTD']
Mesenchymal,RAMP1,ZAVEGEPANT,6.525474819860691,['inhibitor'],['ChEMBL']
Mesenchymal,PCSK5,PHENYLACETYL-ARG-VAL-ARG-4-AMIDINOBENZYLAMIDE,6.525474819860691,['inhibitor'],['GuideToPharmacology']
Mesenchymal,TNC,IODINE I 131 MONOCLONAL ANTIBODY 81C6,6.525474819860691,[],['TdgClinicalTrial']
Mesenchymal,TNC,OMBURTAMAB,6.525474819860691,[],['TTD']
Mesenchymal,TNC,F16IL2,6.525474819860691,['other/unknown'],['ChEMBL']
Mesenchymal,TNC,F16SIP 131I,6.525474819860691,['binder'],['ChEMBL']
Mesenchymal,TNC,81C6 131I,6.525474819860691,['binder'],['ChEMBL']
Mesenchymal,TNC,TENATUMOMAB,6.525474819860691,['other/unknown'],['ChEMBL']
Mesenchymal,ZNF385D,DULOXETINE HYDROCHLORIDE,6.023515218332946,[],['PharmGKB']
Mesenchymal,NQO1,BENZENE,6.023515218332946,[],['PharmGKB']
Mesenchymal,COL1A2,ST034307,5.800422062098392,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CTSK,MIV-701,5.800422062098392,[],['TdgClinicalTrial']
Mesenchymal,CTSK,ONO-5334,5.800422062098392,['inhibitor'],['ChEMBL']
Mesenchymal,DKK1,DKN-01,5.800422062098392,['inhibitor'],['ChEMBL']
Mesenchymal,DKK1,LEVOLEUCOVORIN,5.800422062098392,[],['CIViC']
Mesenchymal,HMOX1,STANNSOPORFIN,5.800422062098392,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,TFPI,CREMOPHOR,5.495136690409003,[],['NCI']
Mesenchymal,C1S,ANX-005,5.220379855888553,[],['TTD']
Mesenchymal,TTN,PROTEASE INHIBITOR,5.220379855888553,[],['NCI']
Mesenchymal,PCSK5,FURIN INHIBITOR PEPTIDE,5.220379855888553,['inhibitor'],['GuideToPharmacology']
Mesenchymal,PLTP,ALPHA-TOCOPHEROL,4.745799868989594,[],['NCI']
Mesenchymal,GEM,RN-1,4.745799868989594,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,GSK-LSD1,4.745799868989594,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,OG-L002,4.745799868989594,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,TAK-418,4.745799868989594,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,NCL-1,4.745799868989594,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,ORY-1001,4.745799868989594,['activator'],['GuideToPharmacology']
Mesenchymal,CFH,ECULIZUMAB,4.745799868989594,[],['PharmGKB']
Mesenchymal,EDNRA,ZIBOTENTAN,4.539460744250915,['inhibitor'],"['MyCancerGenomeClinicalTrial', 'TdgClinicalTrial', 'TALC', 'ChEMBL']"
Mesenchymal,EDNRA,BQ-123,4.539460744250915,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,ACKR4,CCL19,4.350316546573794,['agonist'],['GuideToPharmacology']
Mesenchymal,CXCL12,ALEMTUZUMAB,4.350316546573794,[],['PharmGKB']
Mesenchymal,ENPP2,ZIRITAXESTAT,4.350316546573794,['inhibitor'],['ChEMBL']
Mesenchymal,ADM,CHEMBL:CHEMBL472004,4.350316546573794,[],['DTC']
Mesenchymal,LAMB1,HEPARAN SULFATE,4.350316546573794,[],['NCI']
Mesenchymal,PLTP,VITAMIN E,4.350316546573794,[],['NCI']
Mesenchymal,CCL2,BINDARIT,4.350316546573794,[],['TTD']
Mesenchymal,CXCL2,SLR14,4.350316546573794,['agonist'],['GuideToPharmacology']
Mesenchymal,CXCL2,BETA-GLUCAN,4.350316546573794,[],['NCI']
Mesenchymal,IL6,CLAZAKIZUMAB,4.261534576235554,"['antibody', 'inhibitor']","['TTD', 'TdgClinicalTrial', 'TALC', 'ChEMBL']"
Mesenchymal,IL6,OLOKIZUMAB,4.261534576235554,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,FAP,BIBH 1,4.015676812221964,[],['TTD']
Mesenchymal,FAP,F19 131I,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FAP,SIBROTUZUMAB,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FN1,ONFEKAFUSP ALFA,4.015676812221964,[],['TTD']
Mesenchymal,FN1,COMPOUND 28 [PMID: 16460935],4.015676812221964,['inhibitor'],['GuideToPharmacology']
Mesenchymal,FN1,L19TNFA,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FN1,RADRETUMAB,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FN1,DAROMUN,4.015676812221964,[],['CIViC']
Mesenchymal,FN1,SUTIMLIMAB,4.015676812221964,['antibody'],['GuideToPharmacology']
Mesenchymal,FN1,MU-BC-1,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FN1,AS-1409,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,FN1,L19SIP 131I,4.015676812221964,['other/unknown'],['ChEMBL']
Mesenchymal,CD70,VORSETUZUMAB,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,CD70,SGN-CD70A,4.015676812221964,[],['TTD']
Mesenchymal,CD70,VORSETUZUMAB MAFODOTIN,4.015676812221964,[],['TdgClinicalTrial']
Mesenchymal,CD70,VORSETZUMAB MAFODOTIN,4.015676812221964,['binder'],['ChEMBL']
Mesenchymal,CD70,CUSATUZUMAB,4.015676812221964,['inhibitor'],['ChEMBL']
Mesenchymal,CD70,ANTI-CD27L ANTIBODY-DRUG CONJUGATE AMG 172,4.015676812221964,[],['TTD']
Mesenchymal,ADAMTS1,PRAVASTATIN SODIUM,3.866948041398928,[],['PharmGKB']
Mesenchymal,CNN1,TOFA,3.728842754206109,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CNN1,COMPOUND 21 [PMID: 23981033],3.728842754206109,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CNN1,CP-640186,3.728842754206109,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GDF15,SULINDAC SULFIDE,3.728842754206109,[],['NCI']
Mesenchymal,COL18A1,RECOMBINANT COLONY STIMULATING FACTOR,3.728842754206109,[],['NCI']
Mesenchymal,CSF1,EMACTUZUMAB,3.728842754206109,[],['TTD']
Mesenchymal,CSF1,MCS-110,3.728842754206109,['inhibitor'],['ChEMBL']
Mesenchymal,CSF1,PD-360324,3.728842754206109,['inhibitor'],['ChEMBL']
Mesenchymal,RAMP1,PRAMLINTIDE,3.728842754206109,[],"['TEND', 'TdgClinicalTrial']"
Mesenchymal,DCN,CM-352,3.728842754206109,['inhibitor'],['GuideToPharmacology']
Mesenchymal,DST,DIPHENIDOL,3.728842754206109,['agonist'],['GuideToPharmacology']
Mesenchymal,MYLK,CALMODULIN,3.480253237259035,['activator'],['GuideToPharmacology']
Mesenchymal,COL8A1,CALMODULIN,3.480253237259035,['activator'],['GuideToPharmacology']
Mesenchymal,KCNJ8,THIAMYLAL,3.262737409930345,[],"['TEND', 'TdgClinicalTrial']"
Mesenchymal,CALCRL,MK-3207,3.262737409930345,[],['TTD']
Mesenchymal,CALCRL,ZAVEGEPANT HYDROCHLORIDE,3.262737409930345,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,CALCITONIN GENE-RELATED PEPTIDE,3.262737409930345,[],['TdgClinicalTrial']
Mesenchymal,CALCRL,BI-44370,3.262737409930345,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,RIMEGEPANT SULFATE,3.262737409930345,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,MK3207,3.262737409930345,['inhibitor'],['ChEMBL']
Mesenchymal,RAMP1,DAVALINTIDE,3.262737409930345,['agonist'],['ChEMBL']
Mesenchymal,RAMP1,PRAMLINTIDE ACETATE,3.262737409930345,['agonist'],['ChEMBL']
Mesenchymal,HBEGF,KHK-2866,3.262737409930345,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,SERPINE1,THROMBOLYTIC AGENT,3.070811679934443,[],['NCI']
Mesenchymal,SERPINE1,TIPLASININ,3.070811679934443,[],['DTC']
Mesenchymal,SERPINE1,ALEPLASININ,3.070811679934443,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL1B,GEVOKIZUMAB,3.070811679934443,['negative modulator'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,IGFBP6,ANTISERUM,2.983074203364888,[],['NCI']
Mesenchymal,POSTN,ANTISERUM,2.983074203364888,[],['NCI']
Mesenchymal,FBN1,DANUSERTIB,2.900211031049196,['inhibitor'],['GuideToPharmacology']
Mesenchymal,TBX2,ATENOLOL,2.900211031049196,[],['PharmGKB']
Mesenchymal,CTSK,RELACATIB,2.900211031049196,[],['TdgClinicalTrial']
Mesenchymal,THY1,FREUND'S ADJUVANT,2.900211031049196,[],['NCI']
Mesenchymal,CCL2,RS-504393,2.900211031049196,[],['TTD']
Mesenchymal,COL8A1,SCH51866,2.900211031049196,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CD68,PIRETANIDE,2.900211031049196,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL3A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,2.796632065654582,['cleavage'],"['TEND', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,TFPI,ARC-19499,2.747568345204501,[],['TTD']
Mesenchymal,TFPI,CONCIZUMAB,2.747568345204501,['inhibitor'],['ChEMBL']
Mesenchymal,TFPI,MARSTACIMAB,2.747568345204501,['inhibitor'],['ChEMBL']
Mesenchymal,TFPI,BAY-1093884,2.747568345204501,['inhibitor'],['ChEMBL']
Mesenchymal,TFPI,TIFACOGIN,2.747568345204501,[],['TTD']
Mesenchymal,TFPI,CONCIZUMAB,2.747568345204501,[],['TTD']
Mesenchymal,MMP2,OBOVATAL,2.747568345204501,[],['DTC']
Mesenchymal,FAP,SIMLUKAFUSP ALFA,2.677117874814642,['binder'],"['TTD', 'ChEMBL']"
Mesenchymal,HTRA1,HYDROGEN PEROXIDE,2.610189927944276,[],['NCI']
Mesenchymal,C1S,MANNOSE-BINDING LECTIN,2.610189927944276,[],['NCI']
Mesenchymal,C1S,C1 ESTERASE INHIBITOR,2.610189927944276,[],['TTD']
Mesenchymal,TFPI2,PROTEASE INHIBITOR,2.610189927944276,[],['NCI']
Mesenchymal,IL1B,CANAKINUMAB,2.559009733278702,"['inhibitor', 'immunotherapy']","['TEND', 'TTD', 'MyCancerGenome', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,TAGLN,RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1,2.485895169470739,[],['NCI']
Mesenchymal,GDF15,INDOLE-3-CARBINOL,2.485895169470739,[],['NCI']
Mesenchymal,PLAU,UPAMOSTAT,2.485895169470739,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,DCN,MMP13 TRACER  [18F]5J,2.485895169470739,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,MANGOSTIN,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,TALAROTERPHENYL A,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,TODDACOUMALONE,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,LEO 29102,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,LEO 239652,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,MANGOSTANIN,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,&ALPHA;-MANGOSTIN DERIVATIVE 4E,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,CC-90011,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,GEM,GSK2879552,2.372899934494797,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL1A2,RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA-2,2.320168824839357,[],['NCI']
Mesenchymal,HMOX1,RECOMBINANT NEUROTROPHIC FACTOR,2.320168824839357,[],['NCI']
Mesenchymal,HMOX1,ZINC CHLORIDE,2.320168824839357,[],['NCI']
Mesenchymal,EDNRA,TBC-3711,2.269730372125457,[],['TTD']
Mesenchymal,EDNRA,CLAZOSENTAN,2.269730372125457,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,EDNRA,DARUSENTAN,2.269730372125457,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,EDNRA,BOSENTAN ANHYDROUS,2.269730372125457,['inhibitor'],"['TEND', 'TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,EDNRA,AVOSENTAN,2.269730372125457,['inhibitor'],"['TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,EDNRA,ATRASENTAN HYDROCHLORIDE,2.269730372125457,['inhibitor'],['ChEMBL']
Mesenchymal,EDNRA,NEBENTAN,2.269730372125457,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,RIMEGEPANT,2.175158273286897,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,RND3,NNC55-0396,2.175158273286897,['blocker'],['GuideToPharmacology']
Mesenchymal,RND3,PGF1&ALPHA;,2.175158273286897,['activator'],['GuideToPharmacology']
Mesenchymal,MYLK,RKI-1447,2.175158273286897,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HSPG2,PALIFERMIN,2.175158273286897,[],['TdgClinicalTrial']
Mesenchymal,CXCL2,IL-13,2.175158273286897,[],['NCI']
Mesenchymal,CXCL2,BATIMASTAT,2.175158273286897,[],['NCI']
Mesenchymal,IL6,SILTUXIMAB,2.130767288117777,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL6,BIAFINE CREAM,2.130767288117777,[],['NCI']
Mesenchymal,IL6,IMIPENEM-CILASTATIN SODIUM,2.130767288117777,[],['NCI']
Mesenchymal,IL1B,TT-301,2.047207786622961,[],['TTD']
Mesenchymal,IL1B,PENTAMIDINE,2.047207786622961,[],['NCI']
Mesenchymal,IL1B,POLYVALENT VACCINE,2.047207786622961,[],['NCI']
Mesenchymal,FAP,SZM679,2.007838406110982,['inhibitor'],['GuideToPharmacology']
Mesenchymal,FAP,RIPK3 INHIBITOR 42,2.007838406110982,['inhibitor'],['GuideToPharmacology']
Mesenchymal,AFP,PHOSPHATIDYLSERINE,2.007838406110982,['agonist'],['GuideToPharmacology']
Mesenchymal,AFP,YTTRIUM Y 90 TACATUZUMAB TETRAXETAN,2.007838406110982,['binder'],['ChEMBL']
Mesenchymal,AFP,MM-093,2.007838406110982,[],['TTD']
Mesenchymal,NQO1,VATIQUINONE,2.007838406110982,[],['TdgClinicalTrial']
Mesenchymal,NQO1,CHEMBL:CHEMBL1983317,2.007838406110982,[],['DTC']
Mesenchymal,NQO1,CHEMBL:CHEMBL476968,2.007838406110982,[],['DTC']
Mesenchymal,NQO1,CHEMBL:CHEMBL1288281,2.007838406110982,[],['DTC']
Mesenchymal,NQO1,BETA-LAPACHONE PRODRUG ARQ 761,2.007838406110982,[],['TTD']
Mesenchymal,NQO1,CHEMBL:CHEMBL1287866,2.007838406110982,[],['DTC']
