Unnamed: 0,group,names,scores,logfoldchanges,pvals,pvals_adj
6100,Squamous,LINC01436,20.49662,3.0708435,2.3077986207971024e-93,8.68886180730109e-92
6101,Squamous,PEG10,20.419353,1.1442416,1.125457890541084e-92,4.1850360077898074e-91
6102,Squamous,GNG4,20.098352,1.7055917,7.628465648180953e-90,2.768305847267594e-88
6103,Squamous,FAM167B,19.981764,2.918447,7.937069236568062e-89,2.846006254826548e-87
6104,Squamous,BRCA2,19.749256,2.7106185,8.140822339342621e-87,2.8847243395411737e-85
6105,Squamous,SATB1,19.608925,2.142365,1.2974539755214386e-85,4.544106249151829e-84
6106,Squamous,IGFBP5,19.561043,1.2552376,3.322114715481034e-85,1.137069263980554e-83
6107,Squamous,LAMA4,19.523567,1.658696,6.923066427044386e-85,2.342952368343561e-83
6108,Squamous,S100A14,19.419,1.0492796,5.331668405841239e-84,1.7843316931548678e-82
6109,Squamous,NLRC5,19.134632,2.2583714,1.2999243830421916e-81,4.3026068590363516e-80
6110,Squamous,RTKN2,19.050867,1.9906043,6.462230654855373e-81,2.115678123089607e-79
6111,Squamous,TNFAIP6,19.045166,2.1945615,7.205831411404222e-81,2.333759592596722e-79
6112,Squamous,ZFAND2A,18.997894,1.0160229,1.7752222750262062e-80,5.688265417424397e-79
6113,Squamous,PGM2L1,18.944578,1.4058801,4.894970517307882e-80,1.551963284013825e-78
6114,Squamous,IGHG4,18.807503,1.5772638,6.555451731864849e-79,2.0567729808725964e-77
6115,Squamous,SPP1,18.557014,1.8720593,7.157260057965894e-77,2.222439927277657e-75
6116,Squamous,MMP2,18.49758,1.8776339,2.159555479522073e-76,6.637327657469882e-75
6117,Squamous,TBC1D4,18.431955,1.580425,7.28033088115277e-76,2.214985516568904e-74
6118,Squamous,HYAL2,18.40869,1.5361397,1.118991620895364e-75,3.3704027621368368e-74
6119,Squamous,PI15,18.390678,3.36678,1.56014303183086e-75,4.652624566212426e-74
6120,Squamous,NBL1,18.230627,1.7316946,2.9491971117966377e-74,8.708805588952425e-73
6121,Squamous,AKR1C1,17.768974,1.6275002,1.2291620485216715e-70,3.5944039710167715e-69
6122,Squamous,MCAM,17.145851,2.8646214,6.750278438806635e-66,1.848348968880507e-64
6123,Squamous,GPRC5A,16.839855,1.0015258,1.245403114164753e-63,3.37941818005787e-62
6124,Squamous,STEAP4,16.838566,1.0021024,1.2728270713379976e-63,3.4229956597054005e-62
6125,Squamous,PI3,16.776043,1.5209769,3.653886405613935e-63,9.739385711247056e-62
6126,Squamous,ATP5EP2,16.644365,1.3217466,3.3246809334833887e-62,8.784156992677163e-61
6128,Squamous,PLCG2,15.771617,2.639965,4.878492395790847e-56,1.2245015913435025e-54
6129,Squamous,TNC,15.766906,1.4356383,5.256217623080565e-56,1.3084072298114598e-54
6130,Squamous,CENPF,15.732086,1.4401277,9.11572939168687e-56,2.2505390924394142e-54
6133,Squamous,IRF9,15.477091,2.2542758,4.9537458222987455e-54,1.1936545933411057e-52
6134,Squamous,EFNB2,15.165933,2.0886676,5.944830229513833e-52,1.421097512007593e-50
6136,Squamous,JAG1,14.864766,1.2664933,5.580961615305107e-50,1.3132700301014832e-48
6137,Squamous,IGHA1,14.82346,1.0507401,1.0332302033854704e-49,2.393914901997721e-48
6138,Squamous,BIRC5,14.743632,1.5735763,3.3809794647479163e-49,7.773671868565437e-48
6140,Squamous,CTHRC1,14.643437,1.0259718,1.4837239247272616e-48,3.360132677653016e-47
6141,Squamous,IGLC3,14.467532,1.188478,1.9431922855557664e-47,4.3354778993288654e-46
6144,Squamous,AMFR,14.071178,1.4100546,5.711008007328835e-45,1.2286825798624611e-43
6145,Squamous,PRELP,13.999744,2.3252203,1.5643255907189886e-44,3.3416657299614134e-43
6146,Squamous,ASPM,13.998746,1.7008733,1.5864445157768892e-44,3.3650499165633736e-43
6148,Squamous,PTGER2,13.8217,4.960142,1.885621313674644e-43,3.944091247769464e-42
6150,Squamous,CTA-29F11.1,13.440683,1.0909394,3.4919835031593275e-41,7.198209225851019e-40
6152,Squamous,JAG2,13.432011,2.8136032,3.926045142775953e-41,7.990032412189981e-40
6154,Squamous,HIST1H1A,13.175886,2.3161716,1.2080015760858039e-39,2.393750491559501e-38
6155,Squamous,MMP3,13.1712055,4.578946,1.2852841112074364e-39,2.530245583631894e-38
6158,Squamous,MCTP1,12.919531,2.7020257,3.492660547983218e-38,6.658160487674337e-37
6159,Squamous,SORBS2,12.86183,1.2220044,7.380839149900582e-38,1.3981816050000349e-36
6163,Squamous,G0S2,12.431671,2.6365788,1.759173974733394e-35,3.230873177985965e-34
6165,Squamous,METTL12,12.194347,1.140849,3.3316412081819367e-34,6.0451224813518025e-33
6166,Squamous,RP1-313I6.12,12.191894,1.8490561,3.4334847900338756e-34,6.192608495558104e-33
6167,Squamous,NOV,12.12495,4.0948434,7.790712743844963e-34,1.396763499075061e-32
6168,Squamous,BCO2,12.113385,2.8398116,8.971321663120257e-34,1.5989124762910188e-32
6172,Squamous,MT1G,11.739984,1.4879874,7.950232759560869e-32,1.3683486326741336e-30
6173,Squamous,TNF,11.381567,1.4957088,5.1662925787495e-30,8.791453811973723e-29
6176,Squamous,PRRX1,11.316359,1.3247024,1.0890228165812284e-29,1.8222981797459214e-28
6177,Squamous,ANTXR1,11.289302,1.3876449,1.4820891744567592e-29,2.466327399703734e-28
6179,Squamous,RP11-467L13.7,11.260957,1.40215,2.0452634126085218e-29,3.366302403703206e-28
6183,Squamous,LOX,10.87808,1.5224816,1.4661874082196542e-27,2.361581001902459e-26
6186,Squamous,S100B,10.540543,2.7580996,5.617370621024146e-26,8.812250161731628e-25
6187,Squamous,MMP1,10.518666,4.676314,7.086981437148363e-26,1.1060097455280243e-24
6188,Squamous,FLT1,10.32007,4.2366242,5.71814046721577e-25,8.832327737053282e-24
6189,Squamous,AC016831.7,10.253733,2.6505296,1.138595621640683e-24,1.749719394072315e-23
6191,Squamous,COCH,10.1288395,3.526561,4.1150354800056875e-24,6.259841851402592e-23
6192,Squamous,C1orf186,9.871759,4.0276537,5.518818965314087e-23,8.311341361763015e-22
6193,Squamous,ADAMTS9,9.752318,2.7028813,1.803022010978961e-22,2.6884664836973427e-21
6195,Squamous,TAF4B,9.664621,1.3211575,4.261927173708663e-22,6.2926101211816145e-21
6196,Squamous,B3GNT7,9.642406,3.6447904,5.293248999165815e-22,7.777202919749967e-21
6197,Squamous,STC2,9.630562,1.8990725,5.94037954036346e-22,8.685642318240166e-21
6201,Squamous,IGFBP3,9.391723,1.9140387,5.902677739702408e-21,8.346885141776363e-20
6203,Squamous,ADAMTS1,9.342261,1.2286098,9.429863112226843e-21,1.3210580322803373e-19
6205,Squamous,FABP3,9.114101,1.5860513,7.932478842577334e-20,1.1010426854305496e-18
6207,Squamous,COL16A1,9.035701,1.2384444,1.6295527314194656e-19,2.23100583047065e-18
6208,Squamous,MFAP5,8.948431,4.008255,3.6057089169864804e-19,4.8920699360194944e-18
6210,Squamous,CPVL,8.779641,2.221751,1.6399639338384862e-18,2.1953650527651206e-17
6212,Squamous,C2orf82,8.723806,2.5385735,2.6900341602639013e-18,3.5536767064538904e-17
6213,Squamous,BCL11B,8.6487255,3.1334221,5.207784266170289e-18,6.819933134654308e-17
6214,Squamous,LEPR,8.590092,2.5775652,8.68995848484768e-18,1.128196334325914e-16
6215,Squamous,IL1RN,8.588583,2.0616057,8.804812670731833e-18,1.1382015349461066e-16
6219,Squamous,TOP2A,8.235763,1.1350296,1.7841704827447106e-16,2.2579502075743986e-15
6223,Squamous,HBEGF,8.058378,1.0221244,7.731316640719813e-16,9.543740049937735e-15
6228,Squamous,FGF7,7.538889,1.9564751,4.7399198617926243e-14,5.665332787190232e-13
6229,Squamous,LYPD1,7.5299554,2.1853979,5.075766149208668e-14,6.042769818741704e-13
6232,Squamous,ZNF385D,7.4228463,1.254855,1.1462970142091534e-13,1.343442259454463e-12
6235,Squamous,GDAP1,7.0640326,1.152053,1.6173899293019628e-12,1.852311204204377e-11
6237,Squamous,HELB,6.883126,1.2560164,5.855336097956987e-12,6.605345440841365e-11
6243,Squamous,RP11-596C23.2,6.6867094,1.0037653,2.2824418423471498e-11,2.472919003291229e-10
6244,Squamous,CCDC144A,6.6410193,2.141287,3.1152068128717506e-11,3.3273060001311043e-10
6245,Squamous,LIF,6.6064014,2.3094518,3.937738089774228e-11,4.17622081915492e-10
6247,Squamous,CDKN1C,6.468001,1.5817196,9.93078520196056e-11,1.0458575184722099e-09
6249,Squamous,OSR1,6.4037604,2.8309503,1.5159582406525252e-10,1.585439660015766e-09
6250,Squamous,LRRC75A,6.3237257,1.9742156,2.5533068528074436e-10,2.651917324364145e-09
6251,Squamous,RPPH1,6.3134317,1.0057188,2.7291452540290276e-10,2.824806015510458e-09
6255,Squamous,PHKG1,6.1593556,1.3476586,7.304147995016082e-10,7.45765890202998e-09
6256,Squamous,SCRG1,6.056446,1.8151048,1.39161584132462e-09,1.4160631466451876e-08
6258,Squamous,CMPK2,5.9653215,1.0758958,2.441525922595901e-09,2.4594903273775437e-08
6259,Squamous,AC010287.1,5.8874846,3.5583558,3.921175086074199e-09,3.936859786418496e-08
6260,Squamous,RARRES2,5.8285723,1.2490168,5.590355914016859e-09,5.5388657937561784e-08
6261,Squamous,CTC-425F1.4,5.809066,2.5877478,6.282247697688429e-09,6.203977070635262e-08
6262,Squamous,KLF12,5.7822466,1.0959498,7.370948092052737e-09,7.231692395199626e-08
6264,Squamous,RP11-138A9.2,5.5312605,1.7034982,3.1793771047887514e-08,3.049771923447044e-07
6265,Squamous,RP11-356C4.3,5.4120164,2.7963006,6.231904320478759e-08,5.940030320658868e-07
6266,Squamous,EDNRA,5.3905077,1.4307967,7.02589072441662e-08,6.675704372852636e-07
6269,Squamous,FGFBP1,5.0996466,1.84981,3.40288156374098e-07,3.163419527774021e-06
6272,Squamous,TMEM154,4.978365,1.0928686,6.412366609698516e-07,5.817484406148172e-06
6273,Squamous,ARL15,4.943854,1.6335342,7.65931193580039e-07,6.9278821473365685e-06
6276,Squamous,NR2F1,4.7967095,1.2858181,1.6129310531313326e-06,1.4415870421458676e-05
6278,Squamous,FBLN7,4.539724,1.5500995,5.632788309929016e-06,4.917669098407593e-05
6279,Squamous,TWIST1,4.455187,2.1110966,8.3820150379631e-06,7.254778532857717e-05
6281,Squamous,EDNRB,4.331636,2.4876516,1.480054025183103e-05,0.0001262867627153
6282,Squamous,CD207,4.2336273,4.1187425,2.2995211934033175e-05,0.0001940100233762
6288,Squamous,INHBA,4.0784817,1.5009844,4.533074965275678e-05,0.0003690168052813
6289,Squamous,ZBP1,4.0183873,1.6558499,5.859779288614142e-05,0.0004757319465581
6290,Squamous,MCTP2,3.9839714,1.6770412,6.77730290271906e-05,0.0005487429124459
6295,Squamous,SERPINI1,3.907477,1.2949647,9.32649696954555e-05,0.0007431589648748
6300,Squamous,KLK11,3.764544,2.2585285,0.0001668532349874,0.0013019739476224
6302,Squamous,OLFML2A,3.691049,1.6138026,0.0002233309318134,0.0017336926974798
6304,Squamous,FGF9,3.6356413,3.8289847,0.0002772898064533,0.002125182944116
6306,Squamous,SPINK1,3.5470295,4.42335,0.0003896011036787,0.0029558653004545
6307,Squamous,LINC00239,3.5421944,3.5522926,0.0003968130782386,0.0030030175669719
6312,Squamous,P2RX5,3.5036323,2.191655,0.0004589587793376,0.0034217421865471
6313,Squamous,RP11-538P18.2,3.4901366,1.6298312,0.0004827736060699,0.0035815618263123
6316,Squamous,STAG3,3.4636266,1.3859459,0.0005329455384837,0.003924772523015
6318,Squamous,SLX1A,3.4269357,1.5702581,0.0006104336146743,0.0044626845810656
6319,Squamous,PTPRB,3.3833246,3.0451934,0.0007161392217529,0.0051851234036536
9036,Stress Response,S100A9,52.078045,7.661031,0.0,0.0
9037,Stress Response,S100A8,51.791306,8.019495,0.0,0.0
9038,Stress Response,S100P,49.64996,6.7383475,0.0,0.0
9039,Stress Response,KRT17,48.921852,7.496387,0.0,0.0
9040,Stress Response,S100A14,48.484875,4.259551,0.0,0.0
9041,Stress Response,S100A7,46.058517,7.7054653,0.0,0.0
9042,Stress Response,RPS27,45.44225,1.7919909,0.0,0.0
9043,Stress Response,SERPINB3,42.428448,8.808695,0.0,0.0
9044,Stress Response,KRT6A,39.663902,8.119571,0.0,0.0
9045,Stress Response,KRT81,37.67133,7.424728,1.46436969437936e-310,3.150486799621877e-308
9046,Stress Response,HMGB3,36.995827,3.008747,1.3364420122975486e-299,2.6835755606934772e-297
9047,Stress Response,DEFB1,34.254032,4.186557,3.798145910172279e-257,7.150009675899315e-255
9048,Stress Response,AKR1C2,33.96296,5.7645526,7.851936467844498e-253,1.3911783906557427e-250
9049,Stress Response,AGR2,33.343674,4.352274,8.997542652134428e-244,1.5055888037904945e-241
9050,Stress Response,FGG,32.32977,6.5066905,2.6705539188499376e-229,4.2335307387242175e-227
9051,Stress Response,SERPINB4,31.166649,8.1093645,3.017540561087699e-213,4.328015319045786e-211
9052,Stress Response,RPL13A,31.10263,1.7144134,2.2191392457313763e-212,3.038203367337684e-210
9053,Stress Response,S100A2,30.199287,3.5049493,2.4202220786182844e-200,3.169438652520988e-198
9054,Stress Response,CPE,29.061121,5.268961,1.1134818485809171e-185,1.397419719969051e-183
9055,Stress Response,ZNF90,28.215572,2.9097543,3.7668485292124716e-175,4.363749142303064e-173
9056,Stress Response,PCSK1,27.266092,12.548457,1.0711418442152054e-163,1.1949182351022958e-161
9057,Stress Response,MT1X,25.13807,2.342744,1.9084728721509245e-139,2.0529715324709228e-137
9058,Stress Response,C8orf4,24.667986,3.3759212,2.3601531458112923e-134,2.369593758394537e-132
9059,Stress Response,FGA,24.369608,10.037982,3.5927927090338584e-131,3.490803754712897e-129
9060,Stress Response,CDKN2A,24.222591,1.9907389,1.2862451252530475e-129,1.2106782241444312e-127
9061,Stress Response,NMB,23.935158,2.234345,1.3190918022924455e-126,1.2039710631832868e-124
9062,Stress Response,LY6D,23.912277,2.862707,2.282529475569452e-126,2.022052582475056e-124
9063,Stress Response,KIAA0101,23.352976,2.7132733,1.2854666744044305e-120,1.1062358923731846e-118
9064,Stress Response,RP11-49I11.1,22.856497,3.4364858,1.2594068738856225e-115,1.0252252713901338e-113
9065,Stress Response,CXCL1,21.846857,3.232344,8.3269667683287485e-106,6.600216817422683e-104
9066,Stress Response,CSTA,21.529753,2.8265805,8.197031318551502e-103,6.330630341404391e-101
9067,Stress Response,CP,21.511053,4.718515,1.2268593151808582e-102,9.23825064331186e-101
9068,Stress Response,C15orf48,21.39101,3.98288,1.620136930105773e-101,1.1902079106045338e-99
9069,Stress Response,CXCL8,21.005829,2.9656982,5.8012136815944204e-98,3.971194456582362e-96
9070,Stress Response,ATP5EP2,20.599358,3.1292565,2.78103264616737e-94,1.8614378511680262e-92
9071,Stress Response,KRT16,19.781801,2.5870662,4.2716396407855e-87,2.737484808094878e-85
9072,Stress Response,RHCG,19.506525,3.4892242,9.663192124432644e-85,5.597218207459832e-83
9073,Stress Response,CTSL,18.684607,2.467184,6.606424790343651e-78,3.6849169386139024e-76
9074,Stress Response,CXCL17,18.421436,2.2041082,8.842699189105305e-76,4.8425836286518506e-74
9075,Stress Response,S100A12,17.869127,8.122787,2.0517867518452164e-71,1.0655140856134124e-69
9076,Stress Response,CFD,17.7261,3.2122457,2.6369665820661904e-70,1.3461937873192143e-68
9077,Stress Response,DIO2,17.62232,6.32167,1.6605280714696918e-69,8.322727810431051e-68
9078,Stress Response,TESC,17.505053,7.297681,1.3110693729079479e-68,6.268160239997999e-67
9079,Stress Response,SPRR1B,17.053244,10.148367,3.306652655451945e-65,1.5322519689571167e-63
9080,Stress Response,DSCAM-AS1,17.019957,4.660478,5.841451251366745e-65,2.665825934714642e-63
9081,Stress Response,AKR1C1,16.627884,2.6144483,4.377899907554325e-62,1.939152135522592e-60
9082,Stress Response,GJB2,16.545326,3.0415437,1.7302506577453188e-61,7.552920262505654e-60
9083,Stress Response,STEAP4,15.848318,2.480293,1.4439311688276829e-56,5.798827574011975e-55
9084,Stress Response,ARL4D,15.47697,3.074758,4.963058115623137e-54,1.966938295296959e-52
9085,Stress Response,C1orf56,14.279104,2.408815,2.953752638534423e-46,1.0983583885513188e-44
9086,Stress Response,SERPINA1,13.982085,2.9436696,2.0052416499974424e-44,7.276852831075055e-43
9087,Stress Response,HIGD1A,13.471679,1.538603,2.2958656064679635e-41,8.040868844978496e-40
9088,Stress Response,LXN,13.247395,2.8384867,4.671417782030349e-40,1.5809337482556643e-38
9089,Stress Response,RAMP1,12.470165,2.1252766,1.0860122599694564e-35,3.555509703291307e-34
9090,Stress Response,PRSS23,12.4413395,1.4520123,1.5586838684691482e-35,5.048124528848467e-34
9091,Stress Response,SLAMF9,12.360224,7.2445984,4.2896077089551937e-35,1.3744998318481962e-33
9092,Stress Response,ID1,11.638739,1.8464363,2.618582690340208e-31,7.732520650298732e-30
9093,Stress Response,HEY1,10.812388,3.5607257,3.0073566583013366e-27,8.160502932255518e-26
9094,Stress Response,NDUFA4L2,10.743991,1.7868044,6.3249540435681956e-27,1.7009608552881612e-25
9095,Stress Response,CXCL6,10.48966,4.4883657,9.637418597925078e-26,2.5463074400833624e-24
9096,Stress Response,FGB,10.362403,4.2776523,3.676100970886176e-25,9.545186314059625e-24
9097,Stress Response,AKR1C3,10.254612,1.2380333,1.1282813396862242e-24,2.87998592808043e-23
9098,Stress Response,CASP14,10.08802,1.8561856,6.2415292529773256e-24,1.5284135048754232e-22
9099,Stress Response,INSL4,9.632763,12.252506,5.814470481684733e-22,1.3471680839103395e-20
9100,Stress Response,SNCG,9.565074,2.9324985,1.1212090548382014e-21,2.5583952069489862e-20
9101,Stress Response,PSCA,9.466934,4.2698298,2.881780821161768e-21,6.429573209880921e-20
9103,Stress Response,SPRR3,9.275836,10.222386,1.762317473915342e-20,3.7119582037993083e-19
9105,Stress Response,SLC39A6,8.949772,1.1373488,3.562182208608035e-19,7.200867659280136e-18
9107,Stress Response,CD14,8.4802885,1.8877256,2.2463586137164646e-17,4.2025044375863294e-16
9108,Stress Response,PI3,8.384829,1.5477501,5.0799554459524506e-17,9.32977183122487e-16
9110,Stress Response,WISP2,8.237764,3.303409,1.7545818968620876e-16,3.1271009901471057e-15
9111,Stress Response,LBP,8.224433,2.066003,1.9611662284243847e-16,3.4747251058907333e-15
9113,Stress Response,MUC1,7.8663025,1.336695,3.652763941532709e-15,6.323060340170414e-14
9114,Stress Response,GPX3,7.7701283,1.3577578,7.840681727768574e-15,1.3267490653954465e-13
9115,Stress Response,CD68,7.680256,1.0105478,1.587710482898464e-14,2.599013029614225e-13
9116,Stress Response,LGALS7B,7.571143,4.836581,3.6995460345952656e-14,5.864754029579443e-13
9117,Stress Response,CD36,7.530243,3.999723,5.064608357090007e-14,7.945104360184947e-13
9118,Stress Response,VMO1,7.5096436,3.7818527,5.928850928398427e-14,9.204999482647457e-13
9119,Stress Response,PTEN,7.159418,1.0488569,8.102013132078954e-13,1.2201631776910903e-11
9121,Stress Response,CXCL5,6.941848,4.145659,3.870046440431441e-12,5.6585339216405343e-11
9122,Stress Response,BPIFB4,6.739193,10.666775,1.592686928005696e-11,2.2416696388566148e-10
9123,Stress Response,TNS4,6.6265774,2.510552,3.4355939460328667e-11,4.790744891412497e-10
9124,Stress Response,RP1-313I6.12,6.568843,1.5059686,5.070775337005088e-11,6.97405265527823e-10
9125,Stress Response,LRRC75A,6.420277,1.5032148,1.3602641847470834e-10,1.8372716253175847e-09
9126,Stress Response,ADM,6.3745937,1.4524254,1.8344880650031228e-10,2.455768023017514e-09
9129,Stress Response,CCL20,6.244345,2.5432723,4.2557858726713714e-10,5.5732291515157265e-09
9130,Stress Response,PTHLH,6.110106,3.3370838,9.956490379550158e-10,1.2870793572191022e-08
9131,Stress Response,G0S2,6.0863976,1.5945913,1.1547947256739282e-09,1.4864280827905434e-08
9132,Stress Response,MUC5AC,6.0089874,7.9377937,1.8668568580702033e-09,2.372562386712005e-08
9133,Stress Response,RASD1,5.744649,1.5239229,9.211193268783985e-09,1.1187142792571517e-07
9134,Stress Response,ULBP2,5.507605,2.2209353,3.63748480581498e-08,4.19774108625085e-07
9135,Stress Response,TFF1,5.433209,1.7406813,5.5349525313943756e-08,6.291047933796173e-07
9136,Stress Response,ALDH1A1,5.3983374,2.5352542,6.726138736295924e-08,7.616214238241849e-07
9137,Stress Response,TREM1,5.182512,5.0607734,2.189174813047057e-07,2.3890559916296142e-06
9138,Stress Response,RP11-47I22.2,5.1536565,5.7714777,2.554557090727284e-07,2.7777350026247578e-06
9139,Stress Response,FAM177B,5.1356306,5.059985,2.811991685910756e-07,3.0466614956702146e-06
9141,Stress Response,STC1,4.85886,1.8797785,1.1806343478065195e-06,1.2220174074203563e-05
9142,Stress Response,KRT6C,4.6478066,7.284621,3.3548350725589467e-06,3.3682544128491824e-05
9144,Stress Response,ITGA1,4.501558,2.3662262,6.745715403041439e-06,6.575435208401558e-05
9145,Stress Response,TTC39C-AS1,4.458126,5.498734,8.267927707495155e-06,8.007394937291128e-05
9146,Stress Response,PTGS2,4.3738236,2.675175,1.2208900445491704e-05,0.0001145582808156
9148,Stress Response,GNLY,4.155276,1.703482,3.248950370273159e-05,0.0002965405610685
9149,Stress Response,DNAAF1,4.141718,3.6377964,3.447138754445033e-05,0.000313679212338
9151,Stress Response,LGALS7,3.9983587,7.3800225,6.378322267987158e-05,0.0005667111112441
9152,Stress Response,TGM2,3.9728692,1.0771855,7.101208174938128e-05,0.0006272386810238
9153,Stress Response,AKR1B15,3.8884416,1.6753632,0.0001008899367863,0.0008757362812696
9154,Stress Response,CDKN1C,3.8748777,1.7154999,0.0001066782675449,0.0009206731858037
9155,Stress Response,CYFIP2,3.8214083,1.5719507,0.0001326917317397,0.0011419071314292
9158,Stress Response,THBD,3.6511893,3.0061567,0.0002610288073849,0.002171875049291
9159,Stress Response,HPD,3.6454349,4.88002,0.0002669400335292,0.0022149404434986
9161,Stress Response,TF,3.5078955,6.388571,0.0004516665343467,0.0036668991952893
9162,Stress Response,DNASE1L3,3.4663815,5.4604893,0.0005275139382168,0.0042369919517579
9163,Stress Response,RP11-557H15.3,3.4299371,6.5611854,0.0006037210113715,0.0047979094624043
9164,Stress Response,IL1RN,3.3690753,1.8455484,0.000754208251906,0.0059004552071199
9165,Stress Response,LINC01272,3.3357403,1.9893403,0.0008507258260782,0.0066040881137827
9166,Stress Response,CTH,3.3222182,1.7497897,0.0008930485190666,0.0069148126977601
9168,Stress Response,KRT86,3.2140224,1.8093823,0.0013088940919195,0.0098806741976483
9169,Stress Response,AGR3,3.2129383,3.2384932,0.0013138448551359,0.0098932517591733
12048,Mesenchymal-like,VIM,48.075855,5.1184626,0.0,0.0
12049,Mesenchymal-like,TPM2,40.857006,4.12505,0.0,0.0
12050,Mesenchymal-like,MYL9,37.649185,5.0252013,3.3736782287365e-310,2.5403797062385693e-307
12051,Mesenchymal-like,IGFBP7,37.40678,4.8153934,3.0315289605322595e-306,1.8261930458246328e-303
12052,Mesenchymal-like,COL6A1,36.589787,5.953155,4.157117774875753e-293,2.086873122987628e-290
12053,Mesenchymal-like,COL6A2,35.298477,5.803215,6.196853433218945e-273,2.6664175058364944e-270
12054,Mesenchymal-like,COL1A2,35.250313,6.015565,3.3930987664550355e-272,1.2775016855703213e-269
12055,Mesenchymal-like,FTL,35.175842,1.6350633,4.681845627860804e-271,1.5668576701240822e-268
12056,Mesenchymal-like,BGN,35.08447,6.100504,1.1631010444886007e-269,3.503260345999666e-267
12057,Mesenchymal-like,PCOLCE,33.584465,5.470594,2.8282582124921875e-247,7.744285214569517e-245
12058,Mesenchymal-like,DKK3,33.266983,7.6696763,1.1597976653610518e-242,2.687161975436529e-240
12059,Mesenchymal-like,LOXL1,33.084183,4.931843,5.018384076245657e-240,1.0796694884037085e-237
12060,Mesenchymal-like,SERPINE1,33.008274,6.1107206,6.179562224381223e-239,1.2408560946557495e-236
12061,Mesenchymal-like,COL1A1,32.61251,5.068594,2.7264294072430327e-233,4.830591396832949e-231
12062,Mesenchymal-like,RP11-865I6.2,32.431805,7.595997,9.779207066835142e-231,1.5502616676477604e-228
12063,Mesenchymal-like,CTSK,31.439093,6.025411,5.917188773768872e-217,8.911286293295921e-215
12064,Mesenchymal-like,PRSS23,31.418266,3.8765578,1.1393533527201397e-216,1.634158237330029e-214
12065,Mesenchymal-like,ACTA2,30.811312,3.935569,1.848792396000707e-208,2.531164862160968e-206
12066,Mesenchymal-like,COL6A3,30.71478,6.2886376,3.6132729250693655e-207,4.7318165436125775e-205
12067,Mesenchymal-like,PLAU,29.507252,3.840405,2.3238725778229372e-191,2.7998016817610752e-189
12068,Mesenchymal-like,FN1,29.34098,3.8948603,3.1145153737503827e-189,3.6080462714369825e-187
12069,Mesenchymal-like,IGFBP6,29.020763,5.7707143,3.599854288924011e-185,3.8724146850854e-183
12070,Mesenchymal-like,CD70,28.04912,5.858536,4.094446418795509e-173,4.252576763245542e-171
12071,Mesenchymal-like,PRKCDBP,26.969687,2.781992,3.352637032281331e-160,3.366047580410456e-158
12072,Mesenchymal-like,FHL1,26.702602,6.8751087,4.390347508420945e-157,4.132414592301215e-155
12073,Mesenchymal-like,SRPX,26.311981,3.972577,1.3986393363103316e-152,1.2390299061666822e-150
12074,Mesenchymal-like,COL5A2,26.092512,6.370084,4.433942823539325e-150,3.81572450985727e-148
12075,Mesenchymal-like,CCDC80,25.75043,4.9183764,3.1879563842521557e-146,2.6672568414909704e-144
12076,Mesenchymal-like,EMILIN1,25.721796,6.4598923,6.668613577264008e-146,5.428611917491675e-144
12077,Mesenchymal-like,RGS3,25.650356,3.5447378,4.189431225255802e-145,3.320675486965915e-143
12078,Mesenchymal-like,TFPI,25.484146,3.7599576,2.95481365234728e-143,2.2820253130435916e-141
12079,Mesenchymal-like,GEM,25.255709,3.6942246,9.802872268222576e-141,7.3815628179716e-139
12080,Mesenchymal-like,TIMP3,25.24461,2.8567674,1.2979701579090286e-140,9.535331989321935e-139
12081,Mesenchymal-like,COL18A1,24.487877,4.1551375,1.988796768648805e-132,1.3614217879932276e-130
12082,Mesenchymal-like,MDK,24.35214,1.5832546,5.502425411695602e-131,3.602892465223294e-129
12083,Mesenchymal-like,PTN,24.134863,4.2878036,1.0767358854617308e-128,6.90027337661858e-127
12084,Mesenchymal-like,FBN1,23.63581,5.412224,1.651756659177566e-123,1.0364773036339223e-121
12085,Mesenchymal-like,ADAM12,23.246038,5.636528,1.5600445476236113e-119,9.589498321310851e-118
12086,Mesenchymal-like,THY1,23.129257,6.551367,2.351454713051806e-118,1.4165163191424082e-116
12087,Mesenchymal-like,MMP2,22.788763,3.7336745,5.926524310814776e-115,3.4328252354180974e-113
12088,Mesenchymal-like,DAB2,22.776731,3.6100326,7.7996723599993015e-115,4.4325685185505466e-113
12089,Mesenchymal-like,MFAP2,22.76299,2.4429479,1.0671214342254351e-114,5.952166222012984e-113
12090,Mesenchymal-like,COL3A1,22.700533,5.1234045,4.426046642329733e-114,2.4238640884903915e-112
12091,Mesenchymal-like,RAMP1,22.684916,3.4644654,6.3127275548502795e-114,3.395345606287329e-112
12092,Mesenchymal-like,HTRA1,22.522295,5.774691,2.51023549094112e-112,1.3264612804762551e-110
12093,Mesenchymal-like,LAMB1,22.429249,3.569856,2.040520350110185e-111,1.0596633266434272e-109
12094,Mesenchymal-like,TIMP1,22.232254,1.8065634,1.6751106145903289e-109,8.551581646010288e-108
12095,Mesenchymal-like,CSTA,22.046621,1.9335403,1.0292862528915312e-107,5.167016989515485e-106
12096,Mesenchymal-like,POSTN,21.932587,3.087554,1.2699705513999125e-106,6.270739837404157e-105
12097,Mesenchymal-like,TAGLN,21.88206,3.8746226,3.8506501224992077e-106,1.8706706724141312e-104
